#file,rigging_db.csv
version,rev56
id,section,en,it,es,vanguard,victory,agamemnon,bounty,diana
1252,24 guns,FORE TOPMAST,"Top rope pendants, fine",ALBERETTO DI PARROCCHETTO — Pendenti del top-rope di parrocchetto,,103,,6,,48.51,103-ShipOf24Guns.jpg,"FORE TOPMAST — Top rope pendants, fine",,,500,500
1253,24 guns,FORE TOPMAST,Tye,ALBERETTO DI PARROCCHETTO — Tye/drizza del parrocchetto,,103,,4,,32.34,103-ShipOf24Guns.jpg,FORE TOPMAST — Tye,,,500,500
1254,24 guns,FORE TOPMAST,Braces,ALBERETTO DI PARROCCHETTO — Bracci del parrocchetto,,103,,2.50,,20.21,103-ShipOf24Guns.jpg,FORE TOPMAST — Braces,,,500,500
1255,24 guns,FORE TOPMAST,Lifts,ALBERETTO DI PARROCCHETTO — Amantigli del parrocchetto,,103,,3,,24.26,103-ShipOf24Guns.jpg,FORE TOPMAST — Lifts,,,500,500
1256,24 guns,FORE TOPMAST,Clewlines,ALBERETTO DI PARROCCHETTO — Imbrogli del parrocchetto,,103,,2.50,,20.21,103-ShipOf24Guns.jpg,FORE TOPMAST — Clewlines,,,500,500
1257,24 guns,FORE TOPMAST,Buntlines,ALBERETTO DI PARROCCHETTO — Caricaboline del parrocchetto,,103,,2,,16.17,103-ShipOf24Guns.jpg,FORE TOPMAST — Buntlines,,,500,500
1258,24 guns,FORE TOPMAST,Leechlines,ALBERETTO DI PARROCCHETTO — Caricascotte/leechlines del parrocchetto,,103,,1.50,,12.13,103-ShipOf24Guns.jpg,FORE TOPMAST — Leechlines,,,500,500
1259,24 guns,FORE TOPMAST,Bowlines,ALBERETTO DI PARROCCHETTO — Boline del parrocchetto,,103,,2.50,,20.21,103-ShipOf24Guns.jpg,FORE TOPMAST — Bowlines,,,500,500
1260,24 guns,FORE TOPMAST,Sheets,ALBERETTO DI PARROCCHETTO — Scotte del parrocchetto,,103,,5,,40.43,103-ShipOf24Guns.jpg,FORE TOPMAST — Sheets,,,500,500
1261,24 guns,MAIN MAST,"Shrouds, cabled fine",ALBERO MAESTRO — Sartie maestre,,104,,7.50,,60.64,104-ShipOf24Guns.jpg,"MAIN MAST — Shrouds, cabled fine",,,500,500
1262,24 guns,MAIN MAST,Ratling,ALBERO MAESTRO — Griselle maestre,,104,,1.50,,12.13,104-ShipOf24Guns.jpg,MAIN MAST — Ratling,,,500,500
1263,24 guns,MAIN MAST,"Stay, cabled 4 strands fine",ALBERO MAESTRO — Strallo maestro,,104,,11.50,,92.98,104-ShipOf24Guns.jpg,"MAIN MAST — Stay, cabled 4 strands fine",,,500,500
1264,24 guns,MAIN MAST,"Preventer stay, cabled 4 strands fine",ALBERO MAESTRO — Controstrallo maestro,,104,,8,,64.68,104-ShipOf24Guns.jpg,"MAIN MAST — Preventer stay, cabled 4 strands fine",,,500,500
1265,24 guns,MAIN MAST,Catharpin legs,ALBERO MAESTRO — Catarpine maestre,,104,,4.50,,36.38,104-ShipOf24Guns.jpg,MAIN MAST — Catharpin legs,,,500,500
1266,24 guns,MAIN MAST,Jeers — tye,ALBERO MAESTRO — Jeers/drizza del pennone maestro,,104,,8,,64.68,104-ShipOf24Guns.jpg,MAIN MAST — Jeers — tye,,,500,500
1267,24 guns,MAIN MAST,Yard tackle pendants,ALBERO MAESTRO — Pendenti dei paranchi del pennone maestro,,104,,5.50,,44.47,104-ShipOf24Guns.jpg,MAIN MAST — Yard tackle pendants,,,500,500
1268,24 guns,MAIN MAST,Braces,ALBERO MAESTRO — Bracci del pennone maestro,,104,,3,,24.26,104-ShipOf24Guns.jpg,MAIN MAST — Braces,,,500,500
1269,24 guns,MAIN MAST,Brace pendants,ALBERO MAESTRO — Pendenti dei bracci maestri,,104,,4,,32.34,104-ShipOf24Guns.jpg,MAIN MAST — Brace pendants,,,500,500
1270,24 guns,MAIN MAST,Lifts,ALBERO MAESTRO — Amantigli del pennone maestro,,104,,3.50,,28.30,104-ShipOf24Guns.jpg,MAIN MAST — Lifts,,,500,500
1271,24 guns,MAIN COURSE,Clew-garnets,VELA MAESTRA — Caricascotte della maestra,,105,,3,,24.26,105-ShipOf24Guns.jpg,MAIN COURSE — Clew-garnets,,,500,500
1272,24 guns,MAIN COURSE,Buntline legs,VELA MAESTRA — Caricaboline della maestra,,105,,2,,16.17,105-ShipOf24Guns.jpg,MAIN COURSE — Buntline legs,,,500,500
1273,24 guns,MAIN COURSE,Leechline legs,VELA MAESTRA — Leechlines della maestra,,105,,2,,16.17,105-ShipOf24Guns.jpg,MAIN COURSE — Leechline legs,,,500,500
1274,24 guns,MAIN COURSE,Slablines,VELA MAESTRA — Slablines della maestra,,105,,1.50,,12.13,105-ShipOf24Guns.jpg,MAIN COURSE — Slablines,,,500,500
1275,24 guns,MAIN COURSE,Bowlines,VELA MAESTRA — Boline della maestra,,105,,3.50,,28.30,105-ShipOf24Guns.jpg,MAIN COURSE — Bowlines,,,500,500
1276,24 guns,MAIN COURSE,"Sheets, cabled",VELA MAESTRA — Scotte della maestra,,105,,5,,40.43,105-ShipOf24Guns.jpg,"MAIN COURSE — Sheets, cabled",,,500,500
1277,24 guns,MAIN COURSE,"Tacks, taper and cabled",VELA MAESTRA — Mure della maestra,,105,,6,,48.51,105-ShipOf24Guns.jpg,"MAIN COURSE — Tacks, taper and cabled",,,500,500
1278,24 guns,MAIN TOPMAST,Burton pendants,ALBERETTO DI GABBIA MAESTRA — Pendenti Burton di gabbia maestra,,105,,4,,32.34,105-ShipOf24Guns.jpg,MAIN TOPMAST — Burton pendants,,,500,500
1279,24 guns,MAIN TOPMAST,"Shrouds, fine",ALBERETTO DI GABBIA MAESTRA — Sartie di gabbia maestra,,105,,5,,40.43,105-ShipOf24Guns.jpg,"MAIN TOPMAST — Shrouds, fine",,,500,500
1280,24 guns,MAIN TOPMAST,Ratling,ALBERETTO DI GABBIA MAESTRA — Griselle di gabbia maestra,,105,,1,,8.09,105-ShipOf24Guns.jpg,MAIN TOPMAST — Ratling,,,500,500
1281,24 guns,MAIN TOPMAST,"Standing backstays, fine",ALBERETTO DI GABBIA MAESTRA — Paterazzi fissi di gabbia maestra,,105,,5,,40.43,105-ShipOf24Guns.jpg,"MAIN TOPMAST — Standing backstays, fine",,,500,500
1282,24 guns,MAIN TOPMAST,Breast backstay runners,ALBERETTO DI GABBIA MAESTRA — Corridori paterazzi laterali di gabbia,,105,,3.50,,28.30,105-ShipOf24Guns.jpg,MAIN TOPMAST — Breast backstay runners,,,500,500
1283,24 guns,MAIN TOPMAST,"Stay, cabled 4 strands fine",ALBERETTO DI GABBIA MAESTRA — Strallo di gabbia maestra,,105,,5.50,,44.47,105-ShipOf24Guns.jpg,"MAIN TOPMAST — Stay, cabled 4 strands fine",,,500,500
1284,24 guns,MAIN TOPMAST,"Preventer stay, cabled 4 strands fine",ALBERETTO DI GABBIA MAESTRA — Controstrallo di gabbia maestra,,105,,4.50,,36.38,105-ShipOf24Guns.jpg,"MAIN TOPMAST — Preventer stay, cabled 4 strands fine",,,500,500
1285,24 guns,MAIN TOPMAST,"Shifting backstays, fine",ALBERETTO DI GABBIA MAESTRA — Paterazzi volanti di gabbia maestra,,105,,5,,40.43,105-ShipOf24Guns.jpg,"MAIN TOPMAST — Shifting backstays, fine",,,500,500
1286,24 guns,MAIN TOPMAST,"Futtock shrouds, fine",ALBERETTO DI GABBIA MAESTRA — Sartie di coffa di gabbia maestra,,105,,5,,40.43,105-ShipOf24Guns.jpg,"MAIN TOPMAST — Futtock shrouds, fine",,,500,500
1287,24 guns,MAIN TOPMAST,"Top rope pendants, fine",ALBERETTO DI GABBIA MAESTRA — Pendenti top-rope di gabbia maestra,,105,,6,,48.51,105-ShipOf24Guns.jpg,"MAIN TOPMAST — Top rope pendants, fine",,,500,500
1288,24 guns,MAIN TOPGALLANT,Shrouds,ALBERETTO DI VELACCIO MAESTRO — Sartie di velaccio maestro,,106,,3,,24.26,106-ShipOf24Guns.jpg,MAIN TOPGALLANT — Shrouds,,,500,500
1289,24 guns,MAIN TOPGALLANT,Standing backstays,ALBERETTO DI VELACCIO MAESTRO — Paterazzi fissi di velaccio maestro,,106,,3,,24.26,106-ShipOf24Guns.jpg,MAIN TOPGALLANT — Standing backstays,,,500,500
1290,24 guns,MAIN TOPGALLANT,"Stay, cabled 4 strands",ALBERETTO DI VELACCIO MAESTRO — Strallo di velaccio maestro,,106,,3.50,,28.30,106-ShipOf24Guns.jpg,"MAIN TOPGALLANT — Stay, cabled 4 strands",,,500,500
1291,24 guns,MAIN TOPGALLANT,Tye,ALBERETTO DI VELACCIO MAESTRO — Tye/drizza del velaccio maestro,,106,,2.50,,20.21,106-ShipOf24Guns.jpg,MAIN TOPGALLANT — Tye,,,500,500
1292,24 guns,MAIN TOPGALLANT,Braces,ALBERETTO DI VELACCIO MAESTRO — Bracci del velaccio maestro,,106,,1.50,,12.13,106-ShipOf24Guns.jpg,MAIN TOPGALLANT — Braces,,,500,500
1293,24 guns,MAIN TOPGALLANT,"Lifts, single",ALBERETTO DI VELACCIO MAESTRO — Amantigli del velaccio maestro,,106,,2.50,,20.21,106-ShipOf24Guns.jpg,"MAIN TOPGALLANT — Lifts, single",,,500,500
1294,24 guns,MAIN TOPGALLANT,Clewlines,ALBERETTO DI VELACCIO MAESTRO — Imbrogli del velaccio maestro,,106,,1.50,,12.13,106-ShipOf24Guns.jpg,MAIN TOPGALLANT — Clewlines,,,500,500
1295,24 guns,MAIN TOPGALLANT,Bowlines,ALBERETTO DI VELACCIO MAESTRO — Boline del velaccio maestro,,106,,1.50,,12.13,106-ShipOf24Guns.jpg,MAIN TOPGALLANT — Bowlines,,,500,500
1296,24 guns,MIZEN MAST,"Shrouds, fine",ALBERO DI MEZZANA — Sartie di mezzana,,107,,5,,40.43,107-ShipOf24Guns.jpg,"MIZEN MAST — Shrouds, fine",,,500,500
1297,24 guns,MIZEN MAST,Ratling,ALBERO DI MEZZANA — Griselle di mezzana,,107,,1,,8.09,107-ShipOf24Guns.jpg,MIZEN MAST — Ratling,,,500,500
1298,24 guns,MIZEN MAST,"Stay, cabled 4 strands fine",ALBERO DI MEZZANA — Strallo di mezzana,,107,,5.50,,44.47,107-ShipOf24Guns.jpg,"MIZEN MAST — Stay, cabled 4 strands fine",,,500,500
1299,24 guns,MIZEN MAST,Jeers,ALBERO DI MEZZANA — Jeers della mezzana,,107,,4,,32.34,107-ShipOf24Guns.jpg,MIZEN MAST — Jeers,,,500,500
1300,24 guns,MIZEN MAST,Vang pendants,ALBERO DI MEZZANA — Pendenti dei vang della mezzana,,107,,3,,24.26,107-ShipOf24Guns.jpg,MIZEN MAST — Vang pendants,,,500,500
1301,24 guns,MIZEN MAST,Bowlines,ALBERO DI MEZZANA — Boline della mezzana,,107,,2.50,,20.21,107-ShipOf24Guns.jpg,MIZEN MAST — Bowlines,,,500,500
1302,24 guns,CROSS-JACK YARD,Braces,VERGASECCA — Bracci della vergasecca,,107,,2,,16.17,107-ShipOf24Guns.jpg,CROSS-JACK YARD — Braces,,,500,500
1303,24 guns,CROSS-JACK YARD,"Lifts, running",VERGASECCA — Amantigli della vergasecca,,107,,2,,16.17,107-ShipOf24Guns.jpg,"CROSS-JACK YARD — Lifts, running",,,500,500
1304,24 guns,MIZEN TOPMAST,"Shrouds, fine",ALBERETTO DI CONTROMEZZANA — Sartie di contromezzana,,107,,3.50,,28.30,107-ShipOf24Guns.jpg,"MIZEN TOPMAST — Shrouds, fine",,,500,500
1305,24 guns,MIZEN TOPMAST,Ratling,ALBERETTO DI CONTROMEZZANA — Griselle di contromezzana,,107,,1,,8.09,107-ShipOf24Guns.jpg,MIZEN TOPMAST — Ratling,,,500,500
1306,24 guns,MIZEN TOPMAST,"Standing backstays, fine",ALBERETTO DI CONTROMEZZANA — Paterazzi fissi di contromezzana,,107,,3.50,,28.30,107-ShipOf24Guns.jpg,"MIZEN TOPMAST — Standing backstays, fine",,,500,500
1307,24 guns,MIZEN TOPMAST,"Stay, cabled 4 strands fine",ALBERETTO DI CONTROMEZZANA — Strallo di contromezzana,,107,,4,,32.34,107-ShipOf24Guns.jpg,"MIZEN TOPMAST — Stay, cabled 4 strands fine",,,500,500
1308,24 guns,MIZEN TOPGALLANT,Shrouds,ALBERETTO DI BELVEDERE — Sartie di belvedere,,108,,2,,16.17,108-ShipOf24Guns.jpg,MIZEN TOPGALLANT — Shrouds,,,500,500
1309,24 guns,MIZEN TOPGALLANT,Backstays,ALBERETTO DI BELVEDERE — Paterazzi di belvedere,,108,,2,,16.17,108-ShipOf24Guns.jpg,MIZEN TOPGALLANT — Backstays,,,500,500
1310,24 guns,MIZEN TOPGALLANT,Stay,ALBERETTO DI BELVEDERE — Strallo di belvedere,,108,,2.50,,20.21,108-ShipOf24Guns.jpg,MIZEN TOPGALLANT — Stay,,,500,500
1311,24 guns,MIZEN TOPGALLANT,Tye,ALBERETTO DI BELVEDERE — Tye/drizza di belvedere,,108,,2,,16.17,108-ShipOf24Guns.jpg,MIZEN TOPGALLANT — Tye,,,500,500
1312,24 guns,NECESSARY ROPES,"Viol, cabled",CORDAMI DI SERVIZIO — Viol / grande cavo di tonneggio,,108,,,,68.72,108-ShipOf24Guns.jpg,"NECESSARY ROPES — Viol, cabled",,Circonferenza non leggibile con sufficiente certezza dalla tavola p.108; nessuna interpolazione. | Ø dedotto dalle classi Steel contigue; circonferenza originale non ricostruita.,500,500
1313,24 guns,NECESSARY ROPES,Winding tackle pendant,CORDAMI DI SERVIZIO — Pendante del paranco di tonneggio,,108,,8,,64.68,108-ShipOf24Guns.jpg,NECESSARY ROPES — Winding tackle pendant,,,500,500
1314,24 guns,NECESSARY ROPES,Cat falls,CORDAMI DI SERVIZIO — Cavi di caponatura dell'ancora,,108,,4,,32.34,108-ShipOf24Guns.jpg,NECESSARY ROPES — Cat falls,,,500,500
1315,24 guns,NECESSARY ROPES,Fish tackle pendant,CORDAMI DI SERVIZIO — Pendante del paranco di pescaggio dell'ancora,,108,,6.50,,52.55,108-ShipOf24Guns.jpg,NECESSARY ROPES — Fish tackle pendant,,,500,500
1316,24 guns,NECESSARY ROPES,Fish tackle fall,CORDAMI DI SERVIZIO — Corrente del paranco di pescaggio dell'ancora,,108,,3.50,,28.30,108-ShipOf24Guns.jpg,NECESSARY ROPES — Fish tackle fall,,,500,500
1317,24 guns,NECESSARY ROPES,Anchor stock tackle fall,CORDAMI DI SERVIZIO — Corrente paranco del ceppo d'ancora,,108,,2.50,,20.21,108-ShipOf24Guns.jpg,NECESSARY ROPES — Anchor stock tackle fall,,,500,500
1318,24 guns,NECESSARY ROPES,Bill pendant,CORDAMI DI SERVIZIO — Pendante Bill,,108,,4,,32.34,108-ShipOf24Guns.jpg,NECESSARY ROPES — Bill pendant,,,500,500
1319,24 guns,NECESSARY ROPES,Stoppers — sheet/best/small bower/spare,CORDAMI DI SERVIZIO — Bozze delle ancore principali,,108,,6,,48.51,108-ShipOf24Guns.jpg,NECESSARY ROPES — Stoppers — sheet/best/small bower/spare,,,500,500
1320,24 guns,NECESSARY ROPES,"Wing, cabled",CORDAMI DI SERVIZIO — Cavo wing,,108,,6,,48.51,108-ShipOf24Guns.jpg,"NECESSARY ROPES — Wing, cabled",,,500,500
1321,24 guns,NECESSARY ROPES,Dog,CORDAMI DI SERVIZIO — Cavo dog,,108,,6,,48.51,108-ShipOf24Guns.jpg,NECESSARY ROPES — Dog,,,500,500
1322,24 guns,NECESSARY ROPES,"Stream anchor, cabled",CORDAMI DI SERVIZIO — Gomena dell'ancora di corrente,,108,,4,,32.34,108-ShipOf24Guns.jpg,"NECESSARY ROPES — Stream anchor, cabled",,,500,500
1323,24 guns,NECESSARY ROPES,Kedge,CORDAMI DI SERVIZIO — Gomena dell'ancorotto,,108,,3,,24.26,108-ShipOf24Guns.jpg,NECESSARY ROPES — Kedge,,,500,500
1324,24 guns,NECESSARY ROPES,"Deck & bit, cabled",CORDAMI DI SERVIZIO — Cavi di coperta e bitte,,108,,8,,64.68,108-ShipOf24Guns.jpg,"NECESSARY ROPES — Deck & bit, cabled",,,500,500
1325,24 guns,NECESSARY ROPES,Shank painters — sheet anchor,CORDAMI DI SERVIZIO — Shank painter dell'ancora di posta,,109,,5,,40.43,109-ShipOf24Guns.jpg,NECESSARY ROPES — Shank painters — sheet anchor,,,500,500
1326,24 guns,NECESSARY ROPES,Shank painters — best bower,CORDAMI DI SERVIZIO — Shank painter best bower,,109,,5.50,,44.47,109-ShipOf24Guns.jpg,NECESSARY ROPES — Shank painters — best bower,,,500,500
1327,24 guns,NECESSARY ROPES,Shank painters — small bower,CORDAMI DI SERVIZIO — Shank painter small bower,,109,,5.50,,44.47,109-ShipOf24Guns.jpg,NECESSARY ROPES — Shank painters — small bower,,,500,500
1328,24 guns,NECESSARY ROPES,Shank painters — spare,CORDAMI DI SERVIZIO — Shank painter di rispetto,,109,,5.50,,44.47,109-ShipOf24Guns.jpg,NECESSARY ROPES — Shank painters — spare,,,500,500
1329,24 guns,NECESSARY ROPES,Buoy ropes — sheet anchor,CORDAMI DI SERVIZIO — Cima boa dell'ancora di posta,,109,,5,,40.43,109-ShipOf24Guns.jpg,NECESSARY ROPES — Buoy ropes — sheet anchor,,,500,500
1330,24 guns,NECESSARY ROPES,Buoy ropes — best bower,CORDAMI DI SERVIZIO — Cima boa best bower,,109,,5,,40.43,109-ShipOf24Guns.jpg,NECESSARY ROPES — Buoy ropes — best bower,,,500,500
1331,24 guns,NECESSARY ROPES,Buoy ropes — small bower,CORDAMI DI SERVIZIO — Cima boa small bower,,109,,5,,40.43,109-ShipOf24Guns.jpg,NECESSARY ROPES — Buoy ropes — small bower,,,500,500
1332,24 guns,NECESSARY ROPES,"Stream anchor, cabled",CORDAMI DI SERVIZIO — Gomena ancora di corrente,,109,,3,,24.26,109-ShipOf24Guns.jpg,"NECESSARY ROPES — Stream anchor, cabled",,,500,500
1333,24 guns,NECESSARY ROPES,"Kedge, cabled",CORDAMI DI SERVIZIO — Gomena ancorotto,,109,,3,,24.26,109-ShipOf24Guns.jpg,"NECESSARY ROPES — Kedge, cabled",,,500,500
1334,24 guns,NECESSARY ROPES,"Rudder pendants, cabled",CORDAMI DI SERVIZIO — Pendenti del timone,,109,,5,,40.43,109-ShipOf24Guns.jpg,"NECESSARY ROPES — Rudder pendants, cabled",,,500,500
1335,24 guns,NECESSARY ROPES,Gun,CORDAMI DI SERVIZIO — Cordame per cannone (voce Steel 'Gun'),,109,,5.50,,44.47,109-ShipOf24Guns.jpg,NECESSARY ROPES — Gun,,,500,500
1336,24 guns,LONGBOAT,Burton pendants,LANCIA — Pendenti Burton della lancia,,109,,3,,24.26,109-ShipOf24Guns.jpg,LONGBOAT — Burton pendants,,,500,500
1337,24 guns,LONGBOAT,Shrouds,LANCIA — Sartie della lancia,,109,,3,,24.26,109-ShipOf24Guns.jpg,LONGBOAT — Shrouds,,,500,500
1338,24 guns,LONGBOAT,Stay,LANCIA — Strallo della lancia,,109,,3.50,,28.30,109-ShipOf24Guns.jpg,LONGBOAT — Stay,,,500,500
1339,24 guns,LONGBOAT,Tye,LANCIA — Tye della lancia,,109,,,,12.13,109-ShipOf24Guns.jpg,LONGBOAT — Tye,,Circonferenza non leggibile con sufficiente certezza dalla tavola p.109; nessuna interpolazione. | Ø dedotto dalle classi Steel contigue; circonferenza originale non ricostruita.,500,500
1340,24 guns,LONGBOAT,Main halliard,LANCIA — Drizza maestra della lancia,,109,,1.50,,12.13,109-ShipOf24Guns.jpg,LONGBOAT — Main halliard,,,500,500
1341,24 guns,LONGBOAT,"Boat-rope, cabled",LANCIA — Cavo della lancia,,109,,5.50,,44.47,109-ShipOf24Guns.jpg,"LONGBOAT — Boat-rope, cabled",,,500,500
1342,24 guns,PINNACE,Halliards main and fore,PINNACCIA — Drizze maestra e trinchetto della pinnaccia,,110,,1.50,,12.13,110-ShipOf24Guns.jpg,PINNACE — Halliards main and fore,,,500,500
1343,24 guns,PINNACE,Sheets,PINNACCIA — Scotte della pinnaccia,,110,,1.50,,12.13,110-ShipOf24Guns.jpg,PINNACE — Sheets,,,500,500
1344,24 guns,PINNACE,"Grapnel-rope, cabled",PINNACCIA — Gomena del grappino della pinnaccia,,110,,3.50,,28.30,110-ShipOf24Guns.jpg,"PINNACE — Grapnel-rope, cabled",,,500,500
1345,24 guns,PINNACE,Painter,PINNACCIA — Barbetta della pinnaccia,,110,,3.50,,28.30,110-ShipOf24Guns.jpg,PINNACE — Painter,,,500,500
1346,24 guns,YAWL OR CUTTER,Halliards (if cutters),IOLE / CUTTER — Drizze della iole/cutter,,110,,2,,16.17,110-ShipOf24Guns.jpg,YAWL OR CUTTER — Halliards (if cutters),,,500,500
1347,24 guns,YAWL OR CUTTER,Sheets,IOLE / CUTTER — Scotte della iole/cutter,,110,,2 / 1.5,,14.15,110-ShipOf24Guns.jpg,YAWL OR CUTTER — Sheets,,Steel riporta due circonferenze nella stessa voce aggregata del database.,500,500
1348,24 guns,YAWL OR CUTTER,"Grapnel-rope, cabled",IOLE / CUTTER — Gomena del grappino della iole/cutter,,110,,3.50,,28.30,110-ShipOf24Guns.jpg,"YAWL OR CUTTER — Grapnel-rope, cabled",,,500,500
1349,24 guns,YAWL OR CUTTER,Painter,IOLE / CUTTER — Barbetta della iole/cutter,,110,,3.50,,28.30,110-ShipOf24Guns.jpg,YAWL OR CUTTER — Painter,,,500,500
1350,22-20 guns,BOWSPRIT,Woolding,BOMPRESSO — Cerchiatura/legatura del bompresso,,111,,2,,16.17,111-ShipOf22and20Guns.jpg,BOWSPRIT — Woolding,,,400,450
1351,22-20 guns,BOWSPRIT,Gammonings,BOMPRESSO — Legature (gammoning) del bompresso,,111,,5,,40.43,111-ShipOf22and20Guns.jpg,BOWSPRIT — Gammonings,,,400,450
1352,22-20 guns,BOWSPRIT,"Shrouds, fine",BOMPRESSO — Briglie/sartie del bompresso,,111,,4.50,,36.38,111-ShipOf22and20Guns.jpg,"BOWSPRIT — Shrouds, fine",,,400,450
1353,22-20 guns,BOWSPRIT,"Bobstays, cabled fine",BOMPRESSO — Stragli inferiori del bompresso (bobstays),,111,,6,,48.51,111-ShipOf22and20Guns.jpg,"BOWSPRIT — Bobstays, cabled fine",,,400,450
1354,22-20 guns,SPRITSAIL,Braces,CIVADA — Bracci del pennone di civada,,111,,2,,16.17,111-ShipOf22and20Guns.jpg,SPRITSAIL — Braces,,,400,450
1355,22-20 guns,SPRITSAIL,Lifts,CIVADA — Amantigli del pennone di civada,,111,,2,,16.17,111-ShipOf22and20Guns.jpg,SPRITSAIL — Lifts,,,400,450
1356,22-20 guns,SPRITSAIL,Halliard,CIVADA — Drizza del pennone di civada,,111,,2,,16.17,111-ShipOf22and20Guns.jpg,SPRITSAIL — Halliard,,,400,450
1357,22-20 guns,SPRITSAIL,Clew-lines,CIVADA — Imbrogli della civada,,111,,1.50,,12.13,111-ShipOf22and20Guns.jpg,SPRITSAIL — Clew-lines,,,400,450
1358,22-20 guns,SPRITSAIL,Buntlines,CIVADA — Caricaboline della civada,,111,,1.50,,12.13,111-ShipOf22and20Guns.jpg,SPRITSAIL — Buntlines,,,400,450
1359,22-20 guns,SPRITSAIL,"Sheets, cabled single",CIVADA — Scotte della civada,,111,,3,,24.26,111-ShipOf22and20Guns.jpg,"SPRITSAIL — Sheets, cabled single",,,400,450
1360,22-20 guns,FORE MAST,"Shrouds, cabled fine",ALBERO DI TRINCHETTO — Sartie di trinchetto,,112,,7,,56.60,112-ShipOf22and20Guns.jpg,"FORE MAST — Shrouds, cabled fine",,,400,450
1361,22-20 guns,FORE MAST,Ratling,ALBERO DI TRINCHETTO — Griselle di trinchetto,,112,,1.50,,12.13,112-ShipOf22and20Guns.jpg,FORE MAST — Ratling,,,400,450
1362,22-20 guns,FORE MAST,"Stay, cabled fine 4 strands",ALBERO DI TRINCHETTO — Strallo di trinchetto,,112,,10.50,,84.89,112-ShipOf22and20Guns.jpg,"FORE MAST — Stay, cabled fine 4 strands",,,400,450
1363,22-20 guns,FORE MAST,"Preventer stay, cabled 4 strands fine",ALBERO DI TRINCHETTO — Controstrallo di trinchetto,,112,,6.50,,52.55,112-ShipOf22and20Guns.jpg,"FORE MAST — Preventer stay, cabled 4 strands fine",,,400,450
1364,22-20 guns,FORE MAST,Catharpin legs,ALBERO DI TRINCHETTO — Catarpine di trinchetto,,112,,4,,32.34,112-ShipOf22and20Guns.jpg,FORE MAST — Catharpin legs,,,400,450
1365,22-20 guns,FORE MAST,Jeers — tye,ALBERO DI TRINCHETTO — Jeers/drizza del pennone di trinchetto,,112,,7,,56.60,112-ShipOf22and20Guns.jpg,FORE MAST — Jeers — tye,,,400,450
1366,22-20 guns,FORE MAST,Yard tackle pendants,ALBERO DI TRINCHETTO — Pendenti dei paranchi del pennone di trinchetto,,112,,3.50,,28.30,112-ShipOf22and20Guns.jpg,FORE MAST — Yard tackle pendants,,,400,450
1367,22-20 guns,FORE MAST,Braces,ALBERO DI TRINCHETTO — Bracci del pennone di trinchetto,,112,,3,,24.26,112-ShipOf22and20Guns.jpg,FORE MAST — Braces,,,400,450
1368,22-20 guns,FORE MAST,Brace pendants,ALBERO DI TRINCHETTO — Pendenti dei bracci di trinchetto,,112,,4,,32.34,112-ShipOf22and20Guns.jpg,FORE MAST — Brace pendants,,,400,450
1369,22-20 guns,FORE TOPMAST,Burton pendants,ALBERETTO DI PARROCCHETTO — Pendenti Burton di parrocchetto,,113,,3.50,,28.30,113-ShipOf22and20Guns.jpg,FORE TOPMAST — Burton pendants,,,400,450
1370,22-20 guns,FORE TOPMAST,"Shrouds, fine",ALBERETTO DI PARROCCHETTO — Sartie di parrocchetto,,113,,4.50,,36.38,113-ShipOf22and20Guns.jpg,"FORE TOPMAST — Shrouds, fine",,,400,450
1371,22-20 guns,FORE TOPMAST,Ratling,ALBERETTO DI PARROCCHETTO — Griselle di parrocchetto,,113,,1,,8.09,113-ShipOf22and20Guns.jpg,FORE TOPMAST — Ratling,,,400,450
1372,22-20 guns,FORE TOPMAST,"Standing backstays, fine",ALBERETTO DI PARROCCHETTO — Paterazzi fissi di parrocchetto,,113,,4.50,,36.38,113-ShipOf22and20Guns.jpg,"FORE TOPMAST — Standing backstays, fine",,,400,450
1373,22-20 guns,FORE TOPMAST,Breast backstay runners,ALBERETTO DI PARROCCHETTO — Corridori dei paterazzi laterali di parrocchetto,,113,,3,,24.26,113-ShipOf22and20Guns.jpg,FORE TOPMAST — Breast backstay runners,,,400,450
1374,22-20 guns,FORE TOPMAST,"Stay, cabled 4 strands fine",ALBERETTO DI PARROCCHETTO — Strallo di parrocchetto,,113,,5,,40.43,113-ShipOf22and20Guns.jpg,"FORE TOPMAST — Stay, cabled 4 strands fine",,,400,450
1375,22-20 guns,FORE TOPMAST,"Preventer stay, cabled 4 strands fine",ALBERETTO DI PARROCCHETTO — Controstrallo di parrocchetto,,113,,4,,32.34,113-ShipOf22and20Guns.jpg,"FORE TOPMAST — Preventer stay, cabled 4 strands fine",,,400,450
1376,22-20 guns,FORE TOPMAST,"Shifting backstays, fine",ALBERETTO DI PARROCCHETTO — Paterazzi volanti di parrocchetto,,113,,4.50,,36.38,113-ShipOf22and20Guns.jpg,"FORE TOPMAST — Shifting backstays, fine",,,400,450
1377,22-20 guns,FORE TOPMAST,"Futtock shrouds, fine",ALBERETTO DI PARROCCHETTO — Sartie di coffa di parrocchetto,,113,,4.50,,36.38,113-ShipOf22and20Guns.jpg,"FORE TOPMAST — Futtock shrouds, fine",,,400,450
1378,22-20 guns,FORE TOPMAST,"Top rope pendants, fine",ALBERETTO DI PARROCCHETTO — Pendenti del top-rope di parrocchetto,,113,,5.50,,44.47,113-ShipOf22and20Guns.jpg,"FORE TOPMAST — Top rope pendants, fine",,,400,450
