id,steel_class,section,en,it,es,page,n,circumference_in,length_fathom,real_diameter_mm,source_table,rigging_key,bounty_application,note,tonnage_min,tonnage_max
7517,28 guns,MAIN-TOP-MAST,Main topmast - Preventer Stay - Tackle,Alberetto di gabbia maestra - Controstraglio - Paranco,,95,,2,,16.17,095-ShipOf28Guns.jpg,Preventer Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: fg).,594,594
7518,28 guns,MAIN-TOP-MAST,Main topmast - Preventer Stay - Tackle Strapping,Alberetto di gabbia maestra - Controstraglio - Paranco Stroppatura,,95,,3,,24.26,095-ShipOf28Guns.jpg,Preventer Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.48. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7519,28 guns,MAIN-TOP-MAST,Main topmast - Preventer Stay - Tackle Seizing,Alberetto di gabbia maestra - Controstraglio - Paranco Legatura,,95,,1,3,8.09,095-ShipOf28Guns.jpg,Preventer Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.30.,594,594
7520,28 guns,MAIN-TOP-MAST,Main topmast - Preventer Stay - Lashing the Collar,Alberetto di gabbia maestra - Controstraglio - legatura the Collare,,95,,1.5,6,12.13,095-ShipOf28Guns.jpg,Preventer Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.58.,594,594
7521,28 guns,MAIN-TOP-MAST,Main topmast - Shifting Backstays fine,Alberetto di gabbia maestra - Paterazzi volanti fini,,95,1,5,31,40.43,095-ShipOf28Guns.jpg,Shifting Backstays,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.80.,594,594
7522,28 guns,MAIN-TOP-MAST,Main topmast - Shifting Backstays - Tackles.,Alberetto di gabbia maestra - Paterazzi volanti - Paranchi.,,95,4,2,40,16.17,095-ShipOf28Guns.jpg,Shifting Backstays,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,594,594
7523,28 guns,MAIN-TOP-MAST,Main topmast - Shifting Backstays - Strapping,Alberetto di gabbia maestra - Paterazzi volanti - Stroppatura,,95,,3.5,6,28.3,095-ShipOf28Guns.jpg,Shifting Backstays,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,594,594
7524,28 guns,MAIN-TOP-MAST,Main topmast - Futtock Shrouds fine,Alberetto di gabbia maestra - Sartie di coffa fini,,95,4,5,20,40.43,095-ShipOf28Guns.jpg,Futtock Shrouds,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.77.,594,594
7525,28 guns,MAIN-TOP-MAST,Main topmast - Top Rope Pendants fine,Alberetto di gabbia maestra - Pendenti top-cima fini,,95,,6.5,5,52.55,095-ShipOf28Guns.jpg,Top Rope Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.80.,594,594
7526,28 guns,MAIN-TOP-MAST,Main topmast - Braces - Pendants,Alberetto di gabbia maestra - Bracci - Pendenti,,96,,3,8,24.26,096-ShipOf28Guns.jpg,Braces,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7527,28 guns,MAIN-TOP-MAST,Main topmast - Braces - Preventers,Alberetto di gabbia maestra - Bracci - di rispetto,,96,2,3,9,24.26,096-ShipOf28Guns.jpg,Braces,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7528,28 guns,MAIN-TOP-MAST,Main topmast - Braces - Span about the Mizen Mast,Alberetto di gabbia maestra - Bracci - braga attorno a the Mizen albero,,96,,4,4,32.34,096-ShipOf28Guns.jpg,Braces,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7529,28 guns,MAIN-TOP-MAST,Main topmast - Lifts,Alberetto di gabbia maestra - Amantigli,,96,2,3,58,24.26,096-ShipOf28Guns.jpg,Lifts,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7530,28 guns,MAIN-TOP-MAST,Main topmast - Lifts - Beckets,Alberetto di gabbia maestra - Amantigli - Gasse,,96,2,3,2,24.26,096-ShipOf28Guns.jpg,Lifts,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7531,28 guns,MAIN-TOP-MAST,Main topmast - Lifts - Strapping,Alberetto di gabbia maestra - Amantigli - Stroppatura,,96,,3,0.5,24.26,096-ShipOf28Guns.jpg,Lifts,,circonferenza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7532,28 guns,MAIN-TOP-MAST,Main topmast - Parrel Ropes,Alberetto di gabbia maestra - Cime della trozza,,96,2,4,,32.34,096-ShipOf28Guns.jpg,Parrel Ropes,,lunghezza lasciata vuota: nuova lettura OCR discordante dalla precedente. Nessuna stima o interpolazione.,594,594
7533,28 guns,MAIN-TOP-MAST,Main topmast - Clew-lines,Alberetto di gabbia maestra - Imbrogli,,96,2,2.5,74,20.21,096-ShipOf28Guns.jpg,Clew-lines,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7534,28 guns,MAIN-TOP-MAST,Main topmast - Clew-lines - Strapping,Alberetto di gabbia maestra - Imbrogli - Stroppatura,,96,,2,7,16.17,096-ShipOf28Guns.jpg,Clew-lines,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7535,28 guns,MAIN-TOP-MAST,Main topmast - Bowlines - Bridles,Alberetto di gabbia maestra - Boline - briglie,,96,4,3,,24.26,096-ShipOf28Guns.jpg,Bowlines,,lunghezza lasciata vuota: nuova lettura OCR discordante dalla precedente. Nessuna stima o interpolazione.,594,594
7536,28 guns,MAIN-TOP-MAST,Main topmast - Bowlines - Strapping,Alberetto di gabbia maestra - Boline - Stroppatura,,96,,3.5,8,28.3,096-ShipOf28Guns.jpg,Bowlines,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.54.,594,594
7537,28 guns,MAIN-TOP-MAST,Main topmast - Bowlines - Frapping and Lashing,Alberetto di gabbia maestra - Boline - Frapping e legatura,,96,,11,10,88.94,096-ShipOf28Guns.jpg,Bowlines,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7538,28 guns,MAIN-TOP-MAST,Main topmast - Reeftackle Pendants,Alberetto di gabbia maestra - Pendenti dei paranchi di terzarolo,,96,,2.5,38,20.21,096-ShipOf28Guns.jpg,Reeftackle Pendants,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7539,28 guns,MAIN-TOP-MAST,Main topmast - Reeftackle Pendants - Falls,Alberetto di gabbia maestra - Pendenti dei paranchi di terzarolo - Correnti,,96,,1,56,8.09,096-ShipOf28Guns.jpg,Reeftackle Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.52.,594,594
7540,28 guns,MAIN-TOP-MAST,Main topmast - Reeftackle Pendants - Strapping,Alberetto di gabbia maestra - Pendenti dei paranchi di terzarolo - Stroppatura,,96,,2,2,16.17,096-ShipOf28Guns.jpg,Reeftackle Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.59.,594,594
7541,28 guns,MAIN-TOP-MAST,Main topmast - Sheets - Quarter Blocks,Alberetto di gabbia maestra - Scotte - quarto bozzelli,,96,2,4.5,6,36.38,096-ShipOf28Guns.jpg,Sheets,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,594,594
7542,28 guns,MAIN-TOP-MAST,Main topmast - Sheets - Lathers for Quarter Blocks,Alberetto di gabbia maestra - Scotte - legature per quarto bozzelli,,96,,1,7,8.09,096-ShipOf28Guns.jpg,Sheets,,circonferenza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7543,28 guns,MAIN-TOP-MAST,Main topmast - Sheets - Span — worn,Alberetto di gabbia maestra - Scotte - braga — fasciato,,96,,3,6,24.26,096-ShipOf28Guns.jpg,Sheets,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.73.,594,594
7544,28 guns,MAIN-TOP-MAST,Main topmast - Sheets - Stoppers,Alberetto di gabbia maestra - Scotte - Stoppers,,96,,4,,32.34,096-ShipOf28Guns.jpg,Sheets,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.67. Lunghezza non letta con sufficiente affidabilità (lettura grezza: $}).,594,594
7545,28 guns,MAIN-TOP-MAST,Main topmast - Slings,Alberetto di gabbia maestra - Stroppi,,96,1,4,8,32.34,096-ShipOf28Guns.jpg,Slings,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7546,28 guns,MAIN-TOP-MAST,Main topmast - Stayfail Hallyard - Strapping,Alberetto di gabbia maestra - Drizza della vela di straglio - Stroppatura,,96,,3,1,24.26,096-ShipOf28Guns.jpg,Stayfail Hallyard,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7547,28 guns,MAIN-TOP-MAST,Main topmast - Stayfail Hallyard - Sheet Strapping,Alberetto di gabbia maestra - Drizza della vela di straglio - Scotta Stroppatura,,96,,3.5,4,28.3,096-ShipOf28Guns.jpg,Stayfail Hallyard,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.46.,594,594
7548,28 guns,MAIN-TOP-MAST,Main topmast - Stayfail Hallyard - Downhaller,Alberetto di gabbia maestra - Drizza della vela di straglio - caricabasso,,96,,11,19,88.94,096-ShipOf28Guns.jpg,Stayfail Hallyard,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.55.,594,594
7549,28 guns,MAIN-TOP-MAST,Main topmast - Stayfail Hallyard - Strapping,Alberetto di gabbia maestra - Drizza della vela di straglio - Stroppatura,,96,,4,1,32.34,096-ShipOf28Guns.jpg,Stayfail Hallyard,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,594,594
7550,28 guns,MAIN-TOP-MAST,Main topmast - Studdingsail - Hallyards,Alberetto di gabbia maestra - Coltellacci - Drizze,,96,,2,,16.17,096-ShipOf28Guns.jpg,Studdingsail,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.49. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7551,28 guns,MAIN-TOP-MAST,Main topmast - Studdingsail - Sheets,Alberetto di gabbia maestra - Coltellacci - Scotte,,96,,2.5,,20.21,096-ShipOf28Guns.jpg,Studdingsail,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.49. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7552,28 guns,MAIN-TOP-MAST,Main topmast - Studdingsail - Tacks,Alberetto di gabbia maestra - Coltellacci - Mure,,96,2,5.5,,44.47,096-ShipOf28Guns.jpg,Studdingsail,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.38. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7553,28 guns,MAIN-TOP-MAST,Main topmast - Studdingsail - Downhallers,Alberetto di gabbia maestra - Coltellacci - caricabassi,,96,,0.5,,4.04,096-ShipOf28Guns.jpg,Studdingsail,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.51. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7554,28 guns,MAIN-TOP-MAST,Main topmast - Boom Tackles - .,Alberetto di gabbia maestra - Paranchi dei boma - .,,96,2,1,,8.09,096-ShipOf28Guns.jpg,Boom Tackles,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.83. Lunghezza non letta con sufficiente affidabilità (lettura grezza: |).,594,594
7555,28 guns,MAIN-TOP-MAST,Main topmast - Boom Tackles - Lashing for Booms — worn,Alberetto di gabbia maestra - Paranchi dei boma - legatura per boma — fasciato,,96,,20,,161.7,096-ShipOf28Guns.jpg,Boom Tackles,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.68. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7556,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Shrouds,Alberetto di velaccio maestro - Sartie,,96,3,3.5,,28.3,096-ShipOf28Guns.jpg,Shrouds,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7557,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Standing Backstays,Alberetto di velaccio maestro - Paterazzi fissi,,96,2,3,75,24.26,096-ShipOf28Guns.jpg,Standing Backstays,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7558,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Stay cabled 4 Strands,Alberetto di velaccio maestro - Straglio in cavo 4 legnoli,,96,,3.5,7,28.3,096-ShipOf28Guns.jpg,Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.40.,594,594
7559,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Tye - Hallyard,Alberetto di velaccio maestro - Tira / drizza - Drizza,,96,,1,,8.09,096-ShipOf28Guns.jpg,Tye,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7560,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Tye - Hallyard Strapping,Alberetto di velaccio maestro - Tira / drizza - Drizza Stroppatura,,96,,2,1,16.17,096-ShipOf28Guns.jpg,Tye,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.44.,594,594
7561,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Horses,Alberetto di velaccio maestro - Marciapiedi,,96,,2,,16.17,096-ShipOf28Guns.jpg,Horses,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.29. Lunghezza non letta con sufficiente affidabilità (lettura grezza: Me).,594,594
7562,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Braces,Alberetto di velaccio maestro - Bracci,,96,2,1,,8.09,096-ShipOf28Guns.jpg,Braces,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.72. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7563,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Braces - Strapping,Alberetto di velaccio maestro - Bracci - Stroppatura,,96,,2,3,16.17,096-ShipOf28Guns.jpg,Braces,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.59.,594,594
7564,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Lifts single,Alberetto di velaccio maestro - Amantigli singolo,,96,,2,,16.17,096-ShipOf28Guns.jpg,Lifts,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.83. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7565,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Clewlines - Strapping,Alberetto di velaccio maestro - Imbrogli - Stroppatura,,96,,1,3,8.09,096-ShipOf28Guns.jpg,Clewlines,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7566,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Bowlines,Alberetto di velaccio maestro - Boline,,96,,3,,24.26,096-ShipOf28Guns.jpg,Bowlines,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.75. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7567,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Shifting Backstays,Alberetto di velaccio maestro - Paterazzi volanti,,96,1,3,,24.26,096-ShipOf28Guns.jpg,Shifting Backstays,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.77. Lunghezza non letta con sufficiente affidabilità (lettura grezza: |).,594,594
7568,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Shifting Backstays - Tackles.,Alberetto di velaccio maestro - Paterazzi volanti - Paranchi.,,96,2,1.5,,12.13,096-ShipOf28Guns.jpg,Shifting Backstays,,circonferenza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7569,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Stayfail Stay - Hallyard,Alberetto di velaccio maestro - Straglio della vela di straglio - Drizza,,96,,2,36,16.17,096-ShipOf28Guns.jpg,Stayfail Stay,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7570,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Stayfail Stay - Sheets,Alberetto di velaccio maestro - Straglio della vela di straglio - Scotte,,96,,4.5,,36.38,096-ShipOf28Guns.jpg,Stayfail Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.43. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7571,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Stayfail Stay - Downhaller,Alberetto di velaccio maestro - Straglio della vela di straglio - caricabasso,,96,,1.5,25,12.13,096-ShipOf28Guns.jpg,Stayfail Stay,,circonferenza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7572,28 guns,MAIN-TOP-GAL. MAST,Main topgallant mast - Stayfail Stay - Strapping — lower,Alberetto di velaccio maestro - Straglio della vela di straglio - Stroppatura — inferiore,,96,,2.5,2,20.21,096-ShipOf28Guns.jpg,Stayfail Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.36.,594,594
7573,28 guns,MAIN-TOP-GALL. MAST,Main topgallant mast - Studdingsail - Hallyards,Alberetto di velaccio maestro - Coltellacci - Drizze,,97,,2,63,16.17,097-ShipOf28Guns.jpg,Studdingsail,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7574,28 guns,MAIN-TOP-GALL. MAST,Main topgallant mast - Studdingsail - Sheets,Alberetto di velaccio maestro - Coltellacci - Scotte,,97,,3,34,24.26,097-ShipOf28Guns.jpg,Studdingsail,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7575,28 guns,MAIN-TOP-GALL. MAST,Main topgallant mast - Studdingsail - Tacks,Alberetto di velaccio maestro - Coltellacci - Mure,,97,,2,43,16.17,097-ShipOf28Guns.jpg,Studdingsail,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7576,28 guns,MAIN-TOP-GALL. MAST,Main topgallant mast - Studdingsail - Downhallers,Alberetto di velaccio maestro - Coltellacci - caricabassi,,97,,1,33,8.09,097-ShipOf28Guns.jpg,Studdingsail,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7577,28 guns,MIZEN-MAST,Mizen mast - Girdlines,Albero di mezzana - Legature d’albero,,97,,2.5,46,20.21,097-ShipOf28Guns.jpg,Girdlines,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7578,28 guns,MIZEN-MAST,Mizen mast - Burton Pendants,Albero di mezzana - Pendenti Burton,,97,1,4,6,32.34,097-ShipOf28Guns.jpg,Burton Pendants,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7579,28 guns,MIZEN-MAST,Mizen mast - Shrouds fine,Albero di mezzana - Sartie fini,,97,,5,76,40.43,097-ShipOf28Guns.jpg,Shrouds,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7580,28 guns,MIZEN-MAST,Mizen mast - Shrouds - End,Albero di mezzana - Sartie - Estremità,,97,,2.5,58,20.21,097-ShipOf28Guns.jpg,Shrouds,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7581,28 guns,MIZEN-MAST,"Mizen mast - Stay Cabled 4 Strands, fine","Albero di mezzana - Straglio in cavo 4 legnoli, fini",,97,,6,12,48.51,097-ShipOf28Guns.jpg,Stay,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7582,28 guns,MIZEN-MAST,"Mizen mast - Stay - Collar, fine","Albero di mezzana - Straglio - Collare, fini",,97,,5,3,40.43,097-ShipOf28Guns.jpg,Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,594,594
7583,28 guns,MIZEN-MAST,Mizen mast - Crowfoot for the Top,Albero di mezzana - Ragnatela della coffa,,97,,1,48,8.09,097-ShipOf28Guns.jpg,Crowfoot for the Top,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7584,28 guns,MIZEN-MAST,Mizen mast - Crowfoot for the Top - Tackle Strapping,Albero di mezzana - Ragnatela della coffa - Paranco Stroppatura,,97,,1,1,8.09,097-ShipOf28Guns.jpg,Crowfoot for the Top,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7585,28 guns,MIZEN-MAST,Mizen mast - Jeers - Strapping,Albero di mezzana - Drizze del pennone - Stroppatura,,97,,4,,32.34,097-ShipOf28Guns.jpg,Jeers,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7586,28 guns,MIZEN-MAST,Mizen mast - Jeers - Lashing at the Mast Head,Albero di mezzana - Drizze del pennone - Legatura alla testa d’albero,,97,,2.5,8,20.21,097-ShipOf28Guns.jpg,Jeers,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7587,28 guns,MIZEN-MAST,Mizen mast - Jeers - Lashing at the Yard,Albero di mezzana - Drizze del pennone - Legatura al pennone,,97,,1.5,5,12.13,097-ShipOf28Guns.jpg,Jeers,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.36.,594,594
7588,28 guns,MIZEN-MAST,Mizen mast - Derrick - Span,Albero di mezzana - Picco - braga,,97,,3.5,3,28.3,097-ShipOf28Guns.jpg,Derrick,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7589,28 guns,MIZEN-MAST,Mizen mast - Derrick - Strapping,Albero di mezzana - Picco - Stroppatura,,97,,5.5,3,44.47,097-ShipOf28Guns.jpg,Derrick,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7590,28 guns,MIZEN-MAST,Mizen mast - Vang Pendants - Strapping,Albero di mezzana - Pendenti delle ritenute - Stroppatura,,97,,2,1,16.17,097-ShipOf28Guns.jpg,Vang Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.63.,594,594
7591,28 guns,MIZEN-MAST,Mizen mast - Truss Pendant,Albero di mezzana - Pendente della trozza,,97,,3,4,24.26,097-ShipOf28Guns.jpg,Truss Pendant,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7592,28 guns,MIZEN-MAST,Mizen mast - Brails Peck Legs,Albero di mezzana - Bracci dei imbrogli del picco,,97,,2,2,16.17,097-ShipOf28Guns.jpg,Brails Peck Legs,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7593,28 guns,MIZEN-MAST,Mizen mast - Sheet - Strapping,Albero di mezzana - Scotta - Stroppatura,,97,,3,2,24.26,097-ShipOf28Guns.jpg,Sheet,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7594,28 guns,MIZEN-MAST,Mizen mast - Stayfail Stay worn,Albero di mezzana - Straglio della vela di straglio fasciato,,97,,4,124,32.34,097-ShipOf28Guns.jpg,Stayfail Stay,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7595,28 guns,MIZEN-MAST,Mizen mast - Stayfail Stay - Hallyard,Albero di mezzana - Straglio della vela di straglio - Drizza,,97,,2.5,27,20.21,097-ShipOf28Guns.jpg,Stayfail Stay,,lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7596,28 guns,MIZEN-MAST,Mizen mast - Stayfail Stay - Sheets,Albero di mezzana - Straglio della vela di straglio - Scotte,,97,2,2,,16.17,097-ShipOf28Guns.jpg,Stayfail Stay,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7597,28 guns,MIZEN-MAST,Mizen mast - Stayfail Stay - Downhaller,Albero di mezzana - Straglio della vela di straglio - caricabasso,,97,,1.5,14,12.13,097-ShipOf28Guns.jpg,Stayfail Stay,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7598,28 guns,MIZEN-MAST,Mizen mast - Brails,Albero di mezzana - imbrogli,,97,2,2.5,,20.21,097-ShipOf28Guns.jpg,Brails,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7599,28 guns,MIZEN-MAST,Mizen mast - Driver Hallyards,Albero di mezzana - Drizze della randa,,97,2,3.5,,28.3,097-ShipOf28Guns.jpg,Driver Hallyards,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.84. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
7600,28 guns,MIZEN-MAST,Mizen mast - Driver Hallyards - Sheets,Albero di mezzana - Drizze della randa - Scotte,,97,2,2.5,34,20.21,097-ShipOf28Guns.jpg,Driver Hallyards,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7601,28 guns,MIZEN-MAST,Mizen mast - Driver Hallyards - Tacks,Albero di mezzana - Drizze della randa - Mure,,97,2,2,15,16.17,097-ShipOf28Guns.jpg,Driver Hallyards,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7602,28 guns,MIZEN-MAST,Mizen mast - Driver Hallyards - Downhaller,Albero di mezzana - Drizze della randa - caricabasso,,97,,1.5,17,12.13,097-ShipOf28Guns.jpg,Driver Hallyards,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,594,594
7603,28 guns,MIZEN-MAST,Mizen mast - Driver Hallyards - Strapping,Albero di mezzana - Drizze della randa - Stroppatura,,97,,2,6,16.17,097-ShipOf28Guns.jpg,Driver Hallyards,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,594,594
7604,28 guns,MIZEN-MAST,Mizen mast - Driver Hallyards - Lashing,Albero di mezzana - Drizze della randa - legatura,,97,,19.5,,157.66,097-ShipOf28Guns.jpg,Driver Hallyards,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.66. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,594,594
