#file,rigging_db.csv
version,rev58
id,section,en,it,es,vanguard,victory,agamemnon,bounty,diana
8576,22-20 guns,LONGBOAT,Longboat - Boat-Rope - Lanyard,Lancia - Cima della lancia - Corridore,Lancha - Cabo de bote - Acollador,119,,2,2,16.17,119-ShipOf22-20Guns.jpg,Boat-Rope,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,400,450
8577,22-20 guns,LONGBOAT,Longboat - Sternfast worn,Lancia - Ormeggio di poppa fasciato,Lancha - Amarra de popa — gastada,120,,0.5,5,4.04,120-ShipOf22-20Guns.jpg,Sternfast,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.79.,400,450
8578,22-20 guns,PINNACE,Pinnace - Hallyards - Main and Fore,Pinnaccia - Drizze - maestra e prodiera,Pinaza - Drizas - Mayor y trinquete,120,,2,,16.17,120-ShipOf22-20Guns.jpg,Hallyards,,circonferenza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,400,450
8579,22-20 guns,PINNACE,Pinnace - Grapnel-Rope cabled,Pinnaccia - Gomena del grappino in cavo,Pinaza - Cabo de rezón colchado,120,,3.5,4.5,28.3,120-ShipOf22-20Guns.jpg,Grapnel-Rope,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,400,450
8580,22-20 guns,PINNACE,Pinnace - Painter,Pinnaccia - Barbetta,Pinaza - Boza,120,,3,5,24.26,120-ShipOf22-20Guns.jpg,Painter,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,400,450
8581,22-20 guns,PINNACE,Pinnace - Slings,Pinnaccia - Stroppi,Pinaza - Eslingas,120,2,5,5,40.43,120-ShipOf22-20Guns.jpg,Slings,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,400,450
8582,22-20 guns,PINNACE,Pinnace - Slings - Seizings,Pinnaccia - Stroppi - Legature,Pinaza - Eslingas - Ligaduras,120,2,1,10,8.09,120-ShipOf22-20Guns.jpg,Slings,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,400,450
8583,22-20 guns,PINNACE,Pinnace - Rudder Lanyards,Pinnaccia - Corridori del timone,Pinaza - Acolladores del timón,120,2,1,1,8.09,120-ShipOf22-20Guns.jpg,Rudder Lanyards,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,400,450
8584,16-14 guns,BOWSPRIT,Bowspirit - Gammonings,Bompresso - Legature,Bauprés - Trincas del bauprés,121,1,4,,32.34,121-ShipOf16-14Guns.jpg,Gammonings,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.50. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8585,16-14 guns,BOWSPRIT,Bowspirit - Shrouds fine,Bompresso - Sartie fini,Bauprés - Obenques finos,121,1,4.5,10,36.38,121-ShipOf16-14Guns.jpg,Shrouds,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.78.,280,300
8586,16-14 guns,BOWSPRIT,Bowspirit - Shrouds - Collars fine.,Bompresso - Sartie - Collari fini.,Bauprés - Obenques - Collares finos.,121,2,3.5,34,28.3,121-ShipOf16-14Guns.jpg,Shrouds,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,280,300
8587,16-14 guns,BOWSPRIT,Bowspirit - Shrouds - Seizings,Bompresso - Sartie - Legature,Bauprés - Obenques - Ligaduras,121,2,2.5,,20.21,121-ShipOf16-14Guns.jpg,Shrouds,,circonferenza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8588,16-14 guns,BOWSPRIT,Bowspirit - Shrouds - Lashings,Bompresso - Sartie - Legature di fissaggio,Bauprés - Obenques - Trincas,121,2,1,5,8.09,121-ShipOf16-14Guns.jpg,Shrouds,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8589,16-14 guns,BOWSPRIT,Bowspirit - Bobstays cabled fine,Bompresso - Briglie in cavo fini,Bauprés - Barbiquejos colchados finos,121,2,5,13,40.43,121-ShipOf16-14Guns.jpg,Bobstays,,circonferenza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8590,16-14 guns,BOWSPRIT,Bowspirit - Bobstays - Seizings,Bompresso - Briglie - Legature,Bauprés - Barbiquejos - Ligaduras,121,2,7.5,1,60.64,121-ShipOf16-14Guns.jpg,Bobstays,,lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8591,16-14 guns,BOWSPRIT,Bowspirit - Bobstays - Lanyards fine,Bompresso - Briglie - Corridori fini,Bauprés - Barbiquejos - Acolladores finos,121,2,2.5,19,20.21,121-ShipOf16-14Guns.jpg,Bobstays,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8592,16-14 guns,BOWSPRIT,Bowspirit - Horses,Bompresso - Marciapiedi,Bauprés - Marchapiés,121,2,3,9,24.26,121-ShipOf16-14Guns.jpg,Horses,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.39.,280,300
8593,16-14 guns,BOWSPRIT,Bowspirit - Horses - Straps,Bompresso - Marciapiedi - Stroppi,Bauprés - Marchapiés - Estrobos,121,2,3,2,24.26,121-ShipOf16-14Guns.jpg,Horses,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8594,16-14 guns,SPRITSAIL,Spritsail - Braces,Civada - Bracci,Cebadera - Brazas,121,2,2.5,34,20.21,121-ShipOf16-14Guns.jpg,Braces,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8595,16-14 guns,SPRITSAIL,Spritsail - Braces - Strapping,Civada - Bracci - Stroppatura,Cebadera - Brazas - Estrobado,121,,3,,24.26,121-ShipOf16-14Guns.jpg,Braces,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.54. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8596,16-14 guns,SPRITSAIL,Spritsail - Lifts - Standing,Civada - Amantigli - fisso,Cebadera - Amantillos - Firme,121,,2.5,5,20.21,121-ShipOf16-14Guns.jpg,Lifts,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8597,16-14 guns,SPRITSAIL,Spritsail - Lifts - Lanyards,Civada - Amantigli - Corridori,Cebadera - Amantillos - Acolladores,121,2,4.5,,36.38,121-ShipOf16-14Guns.jpg,Lifts,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8598,16-14 guns,SPRITSAIL,Spritsail - Halliard - Strapping,Civada - Drizza - Stroppatura,Cebadera - Driza - Estrobado,121,,2,1,16.17,121-ShipOf16-14Guns.jpg,Halliard,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8599,16-14 guns,SPRITSAIL,Spritsail - Slings,Civada - Stroppi,Cebadera - Eslingas,121,1,4,3,32.34,121-ShipOf16-14Guns.jpg,Slings,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8600,16-14 guns,SPRITSAIL,Spritsail - Clew-Lines,Civada - Imbrogli,Cebadera - Cargaderas de puños,121,2,1.5,5,12.13,121-ShipOf16-14Guns.jpg,Clew-Lines,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.74.,280,300
8601,16-14 guns,SPRITSAIL,Spritsail - Buntlines - Strapping,Civada - Caricaboline - Stroppatura,Cebadera - Brioles - Estrobado,121,,1,2,8.09,121-ShipOf16-14Guns.jpg,Buntlines,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,280,300
8602,16-14 guns,SPRITSAIL,Spritsail - Sheets cabled single,Civada - Scotte in cavo singolo,Cebadera - Escotas colchadas sencillas,121,2,3.5,27,28.3,121-ShipOf16-14Guns.jpg,Sheets,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.75.,280,300
8603,16-14 guns,JIBB,Jibb - Guy Pendants,Fiocco - Pendenti dei venti,Foque - Pendientes de retenida,121,1,2.5,20,20.21,121-ShipOf16-14Guns.jpg,Guy Pendants,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8604,16-14 guns,JIBB,Jibb - Guy Pendants - Lathers,Fiocco - Pendenti dei venti - legature,Foque - Pendientes de retenida - Estrobos,121,4,4.5,8,36.38,121-ShipOf16-14Guns.jpg,Guy Pendants,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8605,16-14 guns,JIBB,Jibb - Out-Hauler,Fiocco - Caricafuori,Foque - Contraescota,121,,2,13,16.17,121-ShipOf16-14Guns.jpg,Out-Hauler,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8606,16-14 guns,JIBB,Jibb - Hallyard,Fiocco - Drizza,Foque - Driza,121,,2,26,16.17,121-ShipOf16-14Guns.jpg,Hallyard,,circonferenza integrata da nuova rilettura OCR assistita della scansione; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8607,16-14 guns,JIBB,Jibb - Downhaller,Fiocco - Caricabasso,Foque - Cargadera,121,,4,2,32.34,121-ShipOf16-14Guns.jpg,Downhaller,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.39.,280,300
8608,16-14 guns,JIBB,Jibb - Sheets single,Fiocco - Scotte singolo,Foque - Escotas sencillas,121,2,2.5,24,20.21,121-ShipOf16-14Guns.jpg,Sheets,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8609,16-14 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Horses,Parrocchetto di civada - Marciapiedi,Sobrecebadera - Marchapiés,121,2,2,34,16.17,121-ShipOf16-14Guns.jpg,Horses,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8610,16-14 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Lifts single,Parrocchetto di civada - Amantigli singolo,Sobrecebadera - Amantillos sencillos,121,2,1,26,8.09,121-ShipOf16-14Guns.jpg,Lifts,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8611,16-14 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Hallyard - Strapping,Parrocchetto di civada - Drizza - Stroppatura,Sobrecebadera - Driza - Estrobado,121,,0,1,0,121-ShipOf16-14Guns.jpg,Hallyard,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8612,16-14 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Clewlines,Parrocchetto di civada - Imbrogli,Sobrecebadera - Cargaderas de puños,121,2,1.5,30,12.13,121-ShipOf16-14Guns.jpg,Clewlines,,lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8613,16-14 guns,SPRITSAIL TOPSAIL,Spritsail topsail - Clewlines - Strapping,Parrocchetto di civada - Imbrogli - Stroppatura,Sobrecebadera - Cargaderas de puños - Estrobado,121,,4,1,32.34,121-ShipOf16-14Guns.jpg,Clewlines,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8614,16-14 guns,FORE-MAST,Fore mast - Woolding,Albero di trinchetto - Legatura,Palo trinquete - Ligadura,121,,2,,16.17,121-ShipOf16-14Guns.jpg,Woolding,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8615,16-14 guns,FORE-MAST,Fore mast - Girdlings,Albero di trinchetto - Legature d’albero,Palo trinquete - Ligaduras de palo,121,2,2.5,42,20.21,121-ShipOf16-14Guns.jpg,Girdlings,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8616,16-14 guns,FORE-MAST,Fore mast - Shrouds - Seizings Eye,Albero di trinchetto - Sartie - Legature occhio,Palo trinquete - Obenques - Ligaduras de ojo,122,,1,,8.09,122-ShipOf16-14Guns.jpg,Shrouds,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.72. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8617,16-14 guns,FORE-MAST,Fore mast - Shrouds - Throat,Albero di trinchetto - Sartie - Gola,Palo trinquete - Obenques - Boca,122,13,1,58,8.09,122-ShipOf16-14Guns.jpg,Shrouds,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,280,300
8618,16-14 guns,FORE-MAST,Fore mast - Shrouds - Lanyards fine,Albero di trinchetto - Sartie - Corridori fini,Palo trinquete - Obenques - Acolladores finos,122,12,0,,0,122-ShipOf16-14Guns.jpg,Shrouds,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.53. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8619,16-14 guns,FORE-MAST,Fore mast - Stay cabled fine 4 Strands,Albero di trinchetto - Straglio in cavo fini 4 legnoli,Palo trinquete - Estay colchado fino de 4 cordones,122,,9,9,72.77,122-ShipOf16-14Guns.jpg,Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.74.,280,300
8620,16-14 guns,FORE-MAST,Fore mast - Stay - Seizings,Albero di trinchetto - Straglio - Legature,Palo trinquete - Estay - Ligaduras,122,,1,9,8.09,122-ShipOf16-14Guns.jpg,Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.78.,280,300
8621,16-14 guns,FORE-MAST,Fore mast - Stay - Lanyard fine,Albero di trinchetto - Straglio - Corridore fini,Palo trinquete - Estay - Acollador fino,122,,3,9,24.26,122-ShipOf16-14Guns.jpg,Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.39.,280,300
8622,16-14 guns,FORE-MAST,Fore mast - Stay - Collar cabled 4 Str. fine double,Albero di trinchetto - Straglio - Collare in cavo 4 Str. fini doppio,Palo trinquete - Estay - Collar colchado doble fino de 4 cordones,122,,5,4,40.43,122-ShipOf16-14Guns.jpg,Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.64.,280,300
8623,16-14 guns,FORE-MAST,Fore mast - Preventer Stay - Collar cabled 4 Str. fine double,Albero di trinchetto - Controstraglio - Collare in cavo 4 Str. fini doppio,Palo trinquete - Estay de respeto - Collar colchado doble fino de 4 cordones,122,,4,,32.34,122-ShipOf16-14Guns.jpg,Preventer Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.47. Lunghezza non letta con sufficiente affidabilità (lettura grezza: +).,280,300
8624,16-14 guns,FORE-MAST,Fore mast - Preventer Stay - Collar Lashing,Albero di trinchetto - Controstraglio - Collare legatura,Palo trinquete - Estay de respeto - Trinca de collar,122,,11.5,,92.98,122-ShipOf16-14Guns.jpg,Preventer Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.62. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8625,16-14 guns,FORE-MAST,Fore mast - Preventer Stay - Collar Seizings,Albero di trinchetto - Controstraglio - Collare Legature,Palo trinquete - Estay de respeto - Ligaduras de collar,122,,1,,8.09,122-ShipOf16-14Guns.jpg,Preventer Stay,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.61. Lunghezza non letta con sufficiente affidabilità (lettura grezza: ;).,280,300
8626,16-14 guns,FORE-MAST,Fore mast - Crowfoot for the Top,Albero di trinchetto - Ragnatela della coffa,Palo trinquete - Pata de araña para la cofa,122,,2,,16.17,122-ShipOf16-14Guns.jpg,Crowfoot for the Top,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: |).,280,300
8627,16-14 guns,FORE-MAST,Fore mast - Crowfoot for the Top - Tackle,Albero di trinchetto - Ragnatela della coffa - Paranco,Palo trinquete - Pata de araña para la cofa - Aparejo,122,,1,,8.09,122-ShipOf16-14Guns.jpg,Crowfoot for the Top,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.32. Lunghezza non letta con sufficiente affidabilità (lettura grezza: +).,280,300
8628,16-14 guns,FORE-MAST,Fore mast - Jeers - Falls,Albero di trinchetto - Drizze del pennone - Correnti,Palo trinquete - Ostagas - Betas,122,,3.5,10,28.3,122-ShipOf16-14Guns.jpg,Jeers,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.40.,280,300
8629,16-14 guns,FORE-MAST,Fore mast - Jeers - Lashing at the Mast Head,Albero di trinchetto - Drizze del pennone - Legatura alla testa d’albero,Palo trinquete - Ostagas - Trinca en la cabeza del palo,122,,3.5,,28.3,122-ShipOf16-14Guns.jpg,Jeers,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.65. Lunghezza non letta con sufficiente affidabilità (lettura grezza: |).,280,300
8630,16-14 guns,FORE-MAST,Fore mast - Horses,Albero di trinchetto - Marciapiedi,Palo trinquete - Marchapiés,122,2,3.5,9,28.3,122-ShipOf16-14Guns.jpg,Horses,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.57.,280,300
8631,16-14 guns,FORE-MAST,Fore mast - Horses - Stirrups,Albero di trinchetto - Marciapiedi - Staffe,Palo trinquete - Marchapiés - Estribos,122,4,2.5,6,20.21,122-ShipOf16-14Guns.jpg,Horses,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.56.,280,300
8632,16-14 guns,FORE-MAST,Fore mast - Yard Tackle Pendants,Albero di trinchetto - Pendenti dei paranchi del pennone,Palo trinquete - Pendientes de aparejo de verga,122,2,4.5,6,36.38,122-ShipOf16-14Guns.jpg,Yard Tackle Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.82.,280,300
8633,16-14 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Falls,Albero di trinchetto - Pendenti dei paranchi del pennone - Correnti,Palo trinquete - Pendientes de aparejo de verga - Betas,122,2,2,,16.17,122-ShipOf16-14Guns.jpg,Yard Tackle Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8634,16-14 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Strapping,Albero di trinchetto - Pendenti dei paranchi del pennone - Stroppatura,Palo trinquete - Pendientes de aparejo de verga - Estrobado,122,,3,3.5,24.26,122-ShipOf16-14Guns.jpg,Yard Tackle Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,280,300
8635,16-14 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Inner Tricing-Lines,Albero di trinchetto - Pendenti dei paranchi del pennone - interno Tricing-Lines,Palo trinquete - Pendientes de aparejo de verga - Cabos interiores de izado,122,,1,,8.09,122-ShipOf16-14Guns.jpg,Yard Tackle Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.75. Lunghezza non letta con sufficiente affidabilità (lettura grezza: |).,280,300
8636,16-14 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Outer Tricing-Lines,Albero di trinchetto - Pendenti dei paranchi del pennone - esterno Tricing-Lines,Palo trinquete - Pendientes de aparejo de verga - Cabos exteriores de izado,122,,1,,8.09,122-ShipOf16-14Guns.jpg,Yard Tackle Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.67. Lunghezza non letta con sufficiente affidabilità (lettura grezza: |).,280,300
8637,16-14 guns,FORE-MAST,Fore mast - Yard Tackle Pendants - Strapping,Albero di trinchetto - Pendenti dei paranchi del pennone - Stroppatura,Palo trinquete - Pendientes de aparejo de verga - Estrobado,122,,1.5,5.5,12.13,122-ShipOf16-14Guns.jpg,Yard Tackle Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00.,280,300
8638,16-14 guns,FORE-MAST,Fore mast - Braces,Albero di trinchetto - Bracci,Palo trinquete - Brazas,122,2,5.5,5,44.47,122-ShipOf16-14Guns.jpg,Braces,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.45.,280,300
8639,16-14 guns,FORE-MAST,Fore mast - Braces - Pendants,Albero di trinchetto - Bracci - Pendenti,Palo trinquete - Brazas - Pendientes,122,2,3.5,,28.3,122-ShipOf16-14Guns.jpg,Braces,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.67. Lunghezza non letta con sufficiente affidabilità (lettura grezza: |si).,280,300
8640,16-14 guns,FORE-MAST,Fore mast - Braces - Preventer,Albero di trinchetto - Bracci - di rispetto,Palo trinquete - Brazas - Respeto,122,2,3.5,,28.3,122-ShipOf16-14Guns.jpg,Braces,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8641,16-14 guns,FORE-MAST,Fore mast - Truss Pendants - Eye Seizings,Albero di trinchetto - Pendenti della trozza - occhio Legature,Palo trinquete - Pendientes de troza - Ligaduras de ojo,122,2,0,,0,122-ShipOf16-14Guns.jpg,Truss Pendants,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.56. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8642,16-14 guns,FORE-MAST,Fore mast - Puddening the Yard worn,Albero di trinchetto - Fasciatura del pennone fasciato,Palo trinquete - Forro de verga — gastado,122,,5,3,40.43,122-ShipOf16-14Guns.jpg,Puddening the Yard,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.87.,280,300
8643,16-14 guns,FORE-MAST,Fore mast - Clew-garnets,Albero di trinchetto - Caricascotte,Palo trinquete - Cargaderas de puños,122,2,2,,16.17,122-ShipOf16-14Guns.jpg,Clew-garnets,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.66. Lunghezza non letta con sufficiente affidabilità (lettura grezza: [sis).,280,300
8644,16-14 guns,FORE-MAST,Fore mast - Clew-garnets - Strapping,Albero di trinchetto - Caricascotte - Stroppatura,Palo trinquete - Cargaderas de puños - Estrobado,122,,2,,16.17,122-ShipOf16-14Guns.jpg,Clew-garnets,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.58. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8645,16-14 guns,FORE-MAST,Fore mast - Buntline Legs,Albero di trinchetto - Bracci delle caricaboline,Palo trinquete - Pernas de briol,122,,2,29,16.17,122-ShipOf16-14Guns.jpg,Buntline Legs,,circonferenza riconfermata nella nuova rilettura OCR; lunghezza integrata da nuova rilettura OCR assistita della scansione. Nessuna stima o interpolazione.,280,300
8646,16-14 guns,FORE-MAST,Fore mast - Buntline Legs - Falls,Albero di trinchetto - Bracci delle caricaboline - Correnti,Palo trinquete - Pernas de briol - Betas,122,,5,,40.43,122-ShipOf16-14Guns.jpg,Buntline Legs,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.54. Lunghezza non letta con sufficiente affidabilità (lettura grezza: ;).,280,300
8647,16-14 guns,FORE-MAST,Fore mast - Buntline Legs - Strapping,Albero di trinchetto - Bracci delle caricaboline - Stroppatura,Palo trinquete - Pernas de briol - Estrobado,122,,3,,24.26,122-ShipOf16-14Guns.jpg,Buntline Legs,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8648,16-14 guns,FORE-MAST,Fore mast - Leechline Legs,Albero di trinchetto - Bracci delle caricascottine,Palo trinquete - Pernas de apagapenol,122,,5,,40.43,122-ShipOf16-14Guns.jpg,Leechline Legs,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.37. Lunghezza non letta con sufficiente affidabilità (lettura grezza: pe).,280,300
8649,16-14 guns,FORE-MAST,Fore mast - Leechline Legs - Falls,Albero di trinchetto - Bracci delle caricascottine - Correnti,Palo trinquete - Pernas de apagapenol - Betas,122,,2.5,,20.21,122-ShipOf16-14Guns.jpg,Leechline Legs,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.32. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8650,16-14 guns,FORE-MAST,Fore mast - Bowlines,Albero di trinchetto - Boline,Palo trinquete - Bolinas,122,2,3.5,,28.3,122-ShipOf16-14Guns.jpg,Bowlines,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.63. Lunghezza non letta con sufficiente affidabilità (lettura grezza: §).,280,300
8651,16-14 guns,FORE-MAST,Fore mast - Bowlines - Bridles,Albero di trinchetto - Boline - briglie,Palo trinquete - Bolinas - Bridas,122,2,3,,24.26,122-ShipOf16-14Guns.jpg,Bowlines,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.50. Lunghezza non letta con sufficiente affidabilità (lettura grezza: +).,280,300
8652,16-14 guns,FORE-MAST,Fore mast - Earrings,Albero di trinchetto - Legature d’angolo,Palo trinquete - Empuñiduras,122,6,4,,32.34,122-ShipOf16-14Guns.jpg,Earrings,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.62. Lunghezza non letta con sufficiente affidabilità (lettura grezza: |).,280,300
8653,16-14 guns,FORE-MAST,Fore mast - Sheets Cabled,Albero di trinchetto - Scotte in cavo,Palo trinquete - Escotas colchadas,122,,4,5,32.34,122-ShipOf16-14Guns.jpg,Sheets,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.61.,280,300
8654,16-14 guns,FORE-MAST,Fore mast - Sheets - Strapping,Albero di trinchetto - Scotte - Stroppatura,Palo trinquete - Escotas - Estrobado,122,,4,3.5,32.34,122-ShipOf16-14Guns.jpg,Sheets,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.64.,280,300
8655,16-14 guns,FORE-MAST,Fore mast - Sheets - Seizing,Albero di trinchetto - Scotte - Legatura,Palo trinquete - Escotas - Ligadura,122,,1,,8.09,122-ShipOf16-14Guns.jpg,Sheets,,Lettura OCR assistita dalla scansione; corrispondenza voce 1.00. Lunghezza non letta con sufficiente affidabilità (lettura grezza: —).,280,300
8656,16-14 guns,FORE-MAST,Fore mast - Sheets - Stoppers,Albero di trinchetto - Scotte - Stoppers,Palo trinquete - Escotas - Bozas,122,,3,3.5,24.26,122-ShipOf16-14Guns.jpg,Sheets,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
8657,16-14 guns,FORE-MAST,Fore mast - Tacks - Taper and Cabled,Albero di trinchetto - Mure - rastremato e in cavo,Palo trinquete - Amuras - Ahusado y colchado,122,2,5.5,,44.47,122-ShipOf16-14Guns.jpg,Tacks,,Lettura OCR assistita dalla scansione; corrispondenza voce 0.87. Lunghezza non letta con sufficiente affidabilità (lettura grezza: | sh).,280,300
8658,16-14 guns,FORE-MAST,Fore mast - Tacks - Stoppers,Albero di trinchetto - Mure - Stoppers,Palo trinquete - Amuras - Bozas,122,2,3.5,,28.3,122-ShipOf16-14Guns.jpg,Tacks,,lunghezza lasciata vuota: nuova lettura OCR discordante dalla precedente. Nessuna stima o interpolazione.,280,300
8659,16-14 guns,FORE-MAST,Fore mast - Gammoning the Bumkin worn,Albero di trinchetto - Trincatura del minotto fasciato,Palo trinquete - Trinca del pescante — gastada,122,,2.5,,20.21,122-ShipOf16-14Guns.jpg,Gammoning the Bumkin,,circonferenza riconfermata nella nuova rilettura OCR. Nessuna stima o interpolazione.,280,300
